ONET_SOC_CODE,TASK_ID,TASK,TASK_TYPE,TASK_CLASSIFICATION,TASK_CLASSIFICATION_SCORE
11-3013.01,21303,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",,remote,0.6457847356796265
11-3013.01,21304,"Purchase security-related supplies, equipment, or technology.",,remote,0.7615357041358948
11-3013.01,21305,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",,remote,0.7931226491928101
11-3013.01,21306,Review financial reports to ensure efficiency and quality of security operations.,,remote,0.7788185477256775
11-3013.01,21307,"Supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",,remote,0.7541873455047607
11-3013.01,21308,Support efforts to reduce substance abuse or other illegal activities in the workplace.,,non-remote,0.6017279028892517
11-3013.01,21309,Train subordinate security professionals or other organization members in security rules and procedures.,,remote,0.7838857769966125
11-3013.01,21310,"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",,remote,0.6929240226745605
11-3021.00,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",Core,remote,0.5739455223083496
11-3021.00,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",Core,non-remote,0.6666457653045654
11-3021.00,978,Review project plans to plan and coordinate project activity.,Core,remote,0.8546814322471619
11-3021.00,969,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,remote,0.8740249276161194
11-3021.00,15198,Provide users with technical support for computer problems.,Core,remote,0.9180194735527039
11-3021.00,971,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,remote,0.7974157333374023
11-3021.00,977,"Recruit, hire, train and supervise staff, or participate in staffing decisions.",Core,remote,0.6680023074150085
11-3021.00,970,Stay abreast of advances in technology.,Core,remote,0.9138237833976746
11-3021.00,967,"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Core,remote,0.8117892146110535
11-3021.00,976,"Develop and interpret organizational goals, policies, and procedures.",Core,remote,0.7238761782646179
11-3021.00,973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",Core,remote,0.8020609021186829
11-3021.00,972,Review and approve all systems charts and programs prior to their implementation.,Core,remote,0.7378266453742981
11-3021.00,980,Prepare and review operational reports or project progress reports.,Core,remote,0.8429821729660034
11-3021.00,979,Evaluate data processing proposals to assess project feasibility and requirements.,Core,remote,0.8548676371574402
11-3021.00,974,Control operational budget and expenditures.,Core,remote,0.7696452736854553
11-3021.00,981,Purchase necessary equipment.,Core,non-remote,0.5532382130622864
11-3021.00,966,"Manage backup, security and user help systems.",Supplemental,remote,0.908395528793335
11-3031.00,21311,Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,Core,remote,0.71604323387146
11-3031.00,21319,Oversee the flow of cash or financial instruments.,Core,remote,0.8651846647262573
11-3031.00,21312,"Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",Core,non-remote,0.7629150152206421
11-3031.00,21313,Recruit staff members.,Core,remote,0.7735574245452881
11-3031.00,21315,Evaluate data pertaining to costs to plan budgets.,Core,remote,0.8526164889335632
11-3031.00,21316,Oversee training programs.,Core,remote,0.8543002009391785
11-3031.00,21327,"Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.",Supplemental,remote,0.6926102042198181
11-3031.00,21322,Communicate with stockholders or other investors to provide information or to raise capital.,Supplemental,remote,0.9165884852409363
11-3031.00,21321,Develop or analyze information to assess the current or future financial status of firms.,Supplemental,remote,0.7729062438011169
11-3031.00,21318,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",Supplemental,remote,0.8151812553405762
11-3031.00,21320,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",Supplemental,remote,0.7461434006690979
11-3031.00,21317,"Examine, evaluate, or process loan applications.",Supplemental,remote,0.8347854614257812
11-3031.00,21323,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",Supplemental,remote,0.825926661491394
11-3031.00,21325,Network within communities to find and attract new business.,Supplemental,remote,0.8664072751998901
11-3031.00,21314,Prepare operational or risk reports for management analysis.,Supplemental,remote,0.8226163387298584
11-3031.00,21326,Review collection reports to determine the status of collections and the amounts of outstanding balances.,Supplemental,remote,0.8260279893875122
11-3031.00,21329,Review reports of securities transactions or price lists to analyze market conditions.,Supplemental,remote,0.8761774301528931
11-3031.01,8870,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,Core,remote,0.8169101476669312
11-3031.01,8858,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",Core,remote,0.8011403679847717
11-3031.01,8864,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",Core,remote,0.7163641452789307
11-3031.01,20168,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",Core,remote,0.7906169891357422
11-3031.01,8861,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",Core,remote,0.8104079365730286
